post_group,year,traffic,fence,eco,agri,water,1km_inner,count,avg_low_temp_springautumn,avg_low_temp_summer,avg_low_temp_winter,avg_temp_springautumn,avg_temp_summer,avg_temp_winter,avg_wind_springautumn,avg_wind_summer,avg_wind_winter,max_snow_springautumn,max_snow_summer,max_snow_winter,month_total_rain_springautumn,month_total_rain_summer,month_total_rain_winter,count_div
1520,2020,203.16736111111112,1,0,1,0,0,0,3.04,17.7,-4.8,9.62,21.55,0.166666667,1.6800000000000002,1.375,1.5,0.0,0.0,0.0,50.44,421.6,62.46666667000001,0
1520,2021,208.96423611111112,1,0,1,0,0,0,4.16,17.575,-6.233333333,10.44,21.95,-0.266666667,1.44,1.075,1.7666666669999995,0.0,0.0,0.0,84.0,211.525,26.36666667,0
1520,2022,202.581512605042,1,0,1,0,0,0,3.3,17.9,-9.166666667,10.5,22.2,-3.033333333,1.38,1.425,1.533333333,0.0,0.0,0.0,64.32,156.425,11.76666667,0
1520,2023,192.81735620585263,1,0,1,0,0,0,3.9,18.65,-6.3,10.68,22.8,-0.4,1.46,1.25,1.333333333,0.0,0.0,0.0,89.1,392.9,50.33333333,0
1520,2024,203.285666218035,1,0,1,0,0,0,5.14,19.2,-3.733333333,11.32,23.725,0.833333333,1.34,1.225,1.433333333,0.0,0.0,0.0,88.6,250.05,67.03333333,0
1530,2019,192.2681451612904,1,0,1,0,0,0,3.4200000000000004,17.225,-6.2,10.22,21.775,-0.366666667,1.6200000000000003,1.425,1.566666667,0.0,0.0,0.0,73.44,199.05,33.13333333,0
1530,2020,203.16736111111112,1,0,1,0,0,0,3.04,17.7,-4.8,9.62,21.55,0.166666667,1.6800000000000002,1.375,1.5,0.0,0.0,0.0,50.44,421.6,62.46666667000001,0
1530,2021,208.96423611111112,1,0,1,0,0,0,4.16,17.575,-6.233333333,10.44,21.95,-0.266666667,1.44,1.075,1.7666666669999995,0.0,0.0,0.0,84.0,211.525,26.36666667,0
1530,2022,202.581512605042,1,0,1,0,0,0,3.3,17.9,-9.166666667,10.5,22.2,-3.033333333,1.38,1.425,1.533333333,0.0,0.0,0.0,64.32,156.425,11.76666667,0
1530,2023,192.81735620585263,1,0,1,0,0,0,3.9,18.65,-6.3,10.68,22.8,-0.4,1.46,1.25,1.333333333,0.0,0.0,0.0,89.1,392.9,50.33333333,0
1530,2024,203.285666218035,1,0,1,0,0,0,5.14,19.2,-3.733333333,11.32,23.725,0.833333333,1.34,1.225,1.433333333,0.0,0.0,0.0,88.6,250.05,67.03333333,0
1540,2019,192.2681451612904,1,0,0,0,0,0,3.4200000000000004,17.225,-6.2,10.22,21.775,-0.366666667,1.6200000000000003,1.425,1.566666667,0.0,0.0,0.0,73.44,199.05,33.13333333,0
1540,2020,203.16736111111112,1,0,0,0,0,0,3.04,17.7,-4.8,9.62,21.55,0.166666667,1.6800000000000002,1.375,1.5,0.0,0.0,0.0,50.44,421.6,62.46666667000001,0
1540,2021,208.96423611111112,1,0,0,0,0,0,4.16,17.575,-6.233333333,10.44,21.95,-0.266666667,1.44,1.075,1.7666666669999995,0.0,0.0,0.0,84.0,211.525,26.36666667,0
1540,2022,202.581512605042,1,0,0,0,0,0,3.3,17.9,-9.166666667,10.5,22.2,-3.033333333,1.38,1.425,1.533333333,0.0,0.0,0.0,64.32,156.425,11.76666667,0
1540,2023,192.81735620585263,1,0,0,0,0,0,3.9,18.65,-6.3,10.68,22.8,-0.4,1.46,1.25,1.333333333,0.0,0.0,0.0,89.1,392.9,50.33333333,0
1540,2024,203.285666218035,1,0,0,0,0,0,5.14,19.2,-3.733333333,11.32,23.725,0.833333333,1.34,1.225,1.433333333,0.0,0.0,0.0,88.6,250.05,67.03333333,0
1550,2019,192.2681451612904,1,0,1,0,0,0,4.0920000000000005,18.065,-5.8266666669000005,10.934,22.615,-0.0400000001,1.382,1.215,1.1933333332,0.0,0.0,0.0,66.46799999999999,161.9675,28.816666668,0
1550,2020,203.16736111111112,1,0,1,0,0,0,3.978,18.7325,-4.24,10.53,22.547500000000003,0.7500000001,1.414,1.2174999999999998,1.15,0.0,0.0,0.0,40.696000000000005,371.935,59.10666667,0
1550,2021,208.96423611111112,1,0,1,0,0,0,5.35,18.7475,-5.5566666668,11.406,22.9825,0.3399999998999999,1.244,1.0575,1.4400000001,0.0,0.0,0.0,79.05799999999999,213.17,19.553333332,0
1550,2022,202.581512605042,1,0,1,0,0,0,4.238,18.7575,-8.163333333199999,11.27,23.0225,-2.2399999999,1.156,1.25,1.2766666668000002,0.0,0.0,0.0,55.99,162.9525,9.0366666679,0
1550,2023,192.81735620585263,1,0,1,0,0,0,4.754,19.525,-5.67,11.436,23.605,0.0666666669,1.236,1.075,1.1233333330000002,0.0,0.0,0.0,75.338,343.375,53.62333333,0
1550,2024,203.285666218035,1,0,1,0,0,0,6.078,20.39,-3.313333333,12.118,24.985,1.253333333,1.144,1.12,1.1533333330000002,0.0,0.0,0.0,70.82000000000001,239.9875,56.859999999,0
1560,2019,192.2681451612904,1,0,1,0,0,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1560,2020,203.16736111111112,1,0,1,0,0,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1560,2021,208.96423611111112,1,0,1,0,0,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
1560,2022,202.581512605042,1,0,1,0,0,0,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,0
1560,2023,192.81735620585263,1,0,1,0,0,0,5.12,19.9,-5.4,11.76,23.95,0.266666667,1.14,1.0,1.033333333,0.0,0.0,0.0,69.44,322.15,55.03333332999999,0
1560,2024,203.285666218035,1,0,1,0,0,0,6.480000000000001,20.9,-3.133333333,12.46,25.525,1.433333333,1.06,1.075,1.033333333,0.0,0.0,0.0,63.2,235.675,52.5,0
1570,2019,192.2681451612904,1,0,1,0,1,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1570,2020,203.16736111111112,1,0,1,0,1,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1570,2021,208.96423611111112,1,0,1,0,1,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
1570,2022,202.581512605042,1,0,1,0,1,0,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,0
1570,2023,192.81735620585263,1,0,1,0,1,0,5.12,19.9,-5.4,11.76,23.95,0.266666667,1.14,1.0,1.033333333,0.0,0.0,0.0,69.44,322.15,55.03333332999999,0
1570,2024,203.285666218035,1,0,1,0,1,0,6.480000000000001,20.9,-3.133333333,12.46,25.525,1.433333333,1.06,1.075,1.033333333,0.0,0.0,0.0,63.2,235.675,52.5,0
1580,2019,192.2681451612904,1,0,1,0,0,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1580,2020,203.16736111111112,1,0,1,0,0,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1580,2021,208.96423611111112,1,0,1,0,0,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
1580,2022,202.581512605042,1,0,1,0,0,0,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,0
1580,2023,192.81735620585263,1,0,1,0,0,0,5.12,19.9,-5.4,11.76,23.95,0.266666667,1.14,1.0,1.033333333,0.0,0.0,0.0,69.44,322.15,55.03333332999999,0
1580,2024,203.285666218035,1,0,1,0,0,0,6.480000000000001,20.9,-3.133333333,12.46,25.525,1.433333333,1.06,1.075,1.033333333,0.0,0.0,0.0,63.2,235.675,52.5,0
1590,2019,192.2681451612904,1,0,1,0,0,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1590,2020,203.16736111111112,1,0,1,0,0,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1590,2021,208.96423611111112,1,0,1,0,0,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
1590,2022,202.581512605042,1,0,1,0,0,0,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,0
1590,2023,192.81735620585263,1,0,1,0,0,0,5.12,19.9,-5.4,11.76,23.95,0.266666667,1.14,1.0,1.033333333,0.0,0.0,0.0,69.44,322.15,55.03333332999999,0
1590,2024,203.285666218035,1,0,1,0,0,0,6.480000000000001,20.9,-3.133333333,12.46,25.525,1.433333333,1.06,1.075,1.033333333,0.0,0.0,0.0,63.2,235.675,52.5,0
1600,2019,192.2681451612904,1,0,1,0,0,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1600,2020,203.16736111111112,1,0,1,0,0,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1600,2021,208.96423611111112,1,0,1,0,0,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
1600,2022,202.581512605042,1,0,1,0,0,0,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,0
1600,2023,192.81735620585263,1,0,1,0,0,0,5.12,19.9,-5.4,11.76,23.95,0.266666667,1.14,1.0,1.033333333,0.0,0.0,0.0,69.44,322.15,55.03333332999999,0
1600,2024,203.285666218035,1,0,1,0,0,0,6.480000000000001,20.9,-3.133333333,12.46,25.525,1.433333333,1.06,1.075,1.033333333,0.0,0.0,0.0,63.2,235.675,52.5,0
1610,2019,192.2681451612904,1,0,1,0,0,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1610,2020,203.16736111111112,1,0,1,0,0,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1610,2021,208.96423611111112,1,0,1,0,0,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
1610,2022,202.581512605042,1,0,1,0,0,0,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,0
1610,2023,192.81735620585263,1,0,1,0,0,0,5.12,19.9,-5.4,11.76,23.95,0.266666667,1.14,1.0,1.033333333,0.0,0.0,0.0,69.44,322.15,55.03333332999999,0
1610,2024,203.285666218035,1,0,1,0,0,0,6.480000000000001,20.9,-3.133333333,12.46,25.525,1.433333333,1.06,1.075,1.033333333,0.0,0.0,0.0,63.2,235.675,52.5,0
1620,2019,192.2681451612904,1,0,1,0,0,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1620,2020,203.16736111111112,1,0,1,0,0,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1620,2021,208.96423611111112,1,0,1,0,0,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
1620,2022,202.581512605042,1,0,1,0,0,0,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,0
1620,2023,192.81735620585263,1,0,1,0,0,0,5.12,19.9,-5.4,11.76,23.95,0.266666667,1.14,1.0,1.033333333,0.0,0.0,0.0,69.44,322.15,55.03333332999999,0
1620,2024,203.285666218035,1,0,1,0,0,0,6.480000000000001,20.9,-3.133333333,12.46,25.525,1.433333333,1.06,1.075,1.033333333,0.0,0.0,0.0,63.2,235.675,52.5,0
1630,2019,192.2681451612904,1,0,0,1,0,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1630,2020,203.16736111111112,1,0,0,1,0,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1630,2021,208.96423611111112,1,0,0,1,0,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
1630,2022,202.581512605042,1,0,0,1,0,0,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,0
1630,2023,192.81735620585263,1,0,0,1,0,0,5.12,19.9,-5.4,11.76,23.95,0.266666667,1.14,1.0,1.033333333,0.0,0.0,0.0,69.44,322.15,55.03333332999999,0
1630,2024,203.285666218035,1,0,0,1,0,0,6.480000000000001,20.9,-3.133333333,12.46,25.525,1.433333333,1.06,1.075,1.033333333,0.0,0.0,0.0,63.2,235.675,52.5,0
1640,2019,192.2681451612904,1,0,1,1,0,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1640,2020,203.16736111111112,1,0,1,1,0,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1640,2021,208.96423611111112,1,0,1,1,0,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
1640,2022,202.581512605042,1,0,1,1,0,0,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,0
1640,2023,192.81735620585263,1,0,1,1,0,0,5.12,19.9,-5.4,11.76,23.95,0.266666667,1.14,1.0,1.033333333,0.0,0.0,0.0,69.44,322.15,55.03333332999999,0
1640,2024,203.285666218035,1,0,1,1,0,0,6.480000000000001,20.9,-3.133333333,12.46,25.525,1.433333333,1.06,1.075,1.033333333,0.0,0.0,0.0,63.2,235.675,52.5,0
1650,2019,192.2681451612904,1,0,1,1,0,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1650,2020,203.16736111111112,1,0,1,1,0,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1650,2021,208.96423611111112,1,0,1,1,0,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2022,202.581512605042,1,0,1,1,0,3,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,1
1650,2023,192.81735620585263,1,0,1,1,0,0,5.12,19.9,-5.4,11.76,23.95,0.266666667,1.14,1.0,1.033333333,0.0,0.0,0.0,69.44,322.15,55.03333332999999,0
1650,2024,203.285666218035,1,0,1,1,0,0,6.480000000000001,20.9,-3.133333333,12.46,25.525,1.433333333,1.06,1.075,1.033333333,0.0,0.0,0.0,63.2,235.675,52.5,0
1660,2019,192.2681451612904,1,0,1,0,0,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1660,2020,203.16736111111112,1,0,1,0,0,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1660,2021,208.96423611111112,1,0,1,0,0,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
1660,2022,202.581512605042,1,0,1,0,0,0,4.64,19.125,-7.733333333,11.6,23.375,-1.9,1.06,1.175,1.166666667,0.0,0.0,0.0,52.42,165.75,7.866666667,0
1660,2023,192.81735620585263,1,0,1,0,0,0,5.12,19.9,-5.4,11.76,23.95,0.266666667,1.14,1.0,1.033333333,0.0,0.0,0.0,69.44,322.15,55.03333332999999,0
1660,2024,203.285666218035,1,0,1,0,0,0,6.480000000000001,20.9,-3.133333333,12.46,25.525,1.433333333,1.06,1.075,1.033333333,0.0,0.0,0.0,63.2,235.675,52.5,0
1670,2019,192.2681451612904,1,0,1,0,0,0,4.38,18.425,-5.666666667,11.24,22.975,0.1,1.28,1.125,1.033333333,0.0,0.0,0.0,63.48,146.075,26.96666667,0
1670,2020,203.16736111111112,1,0,1,0,0,0,4.38,19.175,-4.0,10.92,22.975,1.0,1.3,1.15,1.0,0.0,0.0,0.0,36.52,350.65,57.66666667,0
1670,2021,208.96423611111112,1,0,1,0,0,0,5.86,19.25,-5.266666667,11.82,23.425,0.6,1.16,1.05,1.3,0.0,0.0,0.0,76.94,213.875,16.63333333,0
