post,year,traffic,fence,eco,agri,water,1km_inner,count,avg_low_temp_springautumn,avg_low_temp_summer,avg_low_temp_winter,avg_temp_springautumn,avg_temp_summer,avg_temp_winter,avg_wind_springautumn,avg_wind_summer,avg_wind_winter,max_snow_springautumn,max_snow_summer,max_snow_winter,month_total_rain_springautumn,month_total_rain_summer,month_total_rain_winter
102.2,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
102.2,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
102.2,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
102.2,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
102.3,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
102.3,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
102.3,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
102.3,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
102.3,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
102.3,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
102.4,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
102.4,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
102.4,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
102.4,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
102.4,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
102.4,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
102.5,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
102.5,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
102.5,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
102.5,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
102.5,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
102.5,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
102.6,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
102.6,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
102.6,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
102.6,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
102.6,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
102.6,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
102.7,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
102.7,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
102.7,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
102.7,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
102.7,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
102.7,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
102.8,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
102.8,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
102.8,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
102.8,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
102.8,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
102.8,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
102.9,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
102.9,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
102.9,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
102.9,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
102.9,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
102.9,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
103.0,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
103.0,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
103.0,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
103.0,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
103.0,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
103.0,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
103.1,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
103.1,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
103.1,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
103.1,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
103.1,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
103.1,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
103.2,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
103.2,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
103.2,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
103.2,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
103.2,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
103.2,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
103.3,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
103.3,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
103.3,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
103.3,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
103.3,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
103.3,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
103.4,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
103.4,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
103.4,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
103.4,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
103.4,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
103.4,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
103.5,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
103.5,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
103.5,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
103.5,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
103.5,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
103.5,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
103.6,2019,24.39753086419753,0,0,1,0,1,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
103.6,2020,27.95307500888731,0,0,1,0,1,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
103.6,2021,27.964259664478483,0,0,1,0,1,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
103.6,2022,37.13035839775123,0,0,1,0,1,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
103.6,2023,28.34250543084721,0,0,1,0,1,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
103.6,2024,30.3023088023088,0,0,1,0,1,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
103.7,2019,24.39753086419753,0,0,1,0,1,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
103.7,2020,27.95307500888731,0,0,1,0,1,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
103.7,2021,27.964259664478483,0,0,1,0,1,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
103.7,2022,37.13035839775123,0,0,1,0,1,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
103.7,2023,28.34250543084721,0,0,1,0,1,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
103.7,2024,30.3023088023088,0,0,1,0,1,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
103.8,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
103.8,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
103.8,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
103.8,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
103.8,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
103.8,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
103.9,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
103.9,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
103.9,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
103.9,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
103.9,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
103.9,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
104.0,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
104.0,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
104.0,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
104.0,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
104.0,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
104.0,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
104.1,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
104.1,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
104.1,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
104.1,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
104.1,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
104.1,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
104.2,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
104.2,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
104.2,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
104.2,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
104.2,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
104.2,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
104.3,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
104.3,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
104.3,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
104.3,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
104.3,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
104.3,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
104.4,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
104.4,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
104.4,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
104.4,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
104.4,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
104.4,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
104.5,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
104.5,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
104.5,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
104.5,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
104.5,2023,28.34250543084721,0,0,1,0,0,0,5.46,20.25,-4.366666667,12.46,24.55,1.666666667,1.64,1.0,1.9,0.0,0.0,0.0,57.76,309.75,57.73333333
104.5,2024,30.3023088023088,0,0,1,0,0,0,6.82,20.975,-2.133333333,13.06,25.6,2.766666667,1.52,1.15,1.966666667,0.0,0.0,0.0,83.66,160.825,53.26666667
104.6,2019,24.39753086419753,0,0,1,0,0,0,5.1,18.525,-4.166666667,12.12,23.075,1.866666667,1.34,0.775,1.6,0.0,0.0,0.0,95.48,227.025,26.36666667
104.6,2020,27.95307500888731,0,0,1,0,0,0,4.68,18.775,-3.033333333,11.48,22.85,2.466666667,1.52,0.8,1.566666667,0.0,0.0,0.0,38.56,393.2,48.33333333
104.6,2021,27.964259664478483,0,0,1,0,0,0,5.6,19.25,-4.2,12.14,23.475,1.8,1.72,1.1,2.233333333,0.0,0.0,0.0,63.38,161.0,18.0
104.6,2022,37.13035839775123,0,0,1,0,0,0,4.96,19.05,-6.1,12.46,23.75,-0.033333333,1.6,1.225,2.366666667,0.0,0.0,0.0,39.0,149.5,2.833333333
